"Test.not.NA.test.row.index..1.","Test.not.NA.test.row.index..3.","Test[not.NA.test.row.index, 2]","predict"
"11/03/2018",14,1154,510.245604462253
"11/03/2018",15,1294,518.049507198227
"11/03/2018",16,1205,522.792474952269
"11/03/2018",17,1028,548.029064693771
"11/03/2018",18,776,617.648222211223
"11/03/2018",19,596,589.049079906163
"11/03/2018",20,530,451.745019188206
"11/03/2018",21,533,422.416239240796
"11/03/2018",22,419,422.95836348338
"11/03/2018",23,288,357.952841019021
"12/03/2018",0,222,220.558575363642
"12/03/2018",1,163,214.571451171702
"12/03/2018",2,95,183.4658384573
"12/03/2018",3,60,143.137778584033
"12/03/2018",4,47,126.012768521095
"12/03/2018",5,106,130.876790753115
"12/03/2018",6,261,139.645764073035
"12/03/2018",7,662,310.702771619991
"12/03/2018",8,1066,495.851542152463
"12/03/2018",9,604,380.017995479466
"12/03/2018",10,406,364.353757126697
"12/03/2018",11,463,403.795977248879
"12/03/2018",12,581,406.811995923583
"12/03/2018",13,588,406.687553512422
"12/03/2018",14,603,394.714502150771
"12/03/2018",15,694,440.842033082222
"12/03/2018",16,752,437.840345290365
"12/03/2018",17,931,436.068514709066
"12/03/2018",18,1425,527.626644180048
"12/03/2018",19,946,515.408292599887
"12/03/2018",20,801,397.892967741779
"12/03/2018",21,771,403.939129191791
"12/03/2018",22,695,415.185147042453
"12/03/2018",23,397,372.416321074583
"13/03/2018",0,309,258.279424365928
"13/03/2018",1,231,266.389803018356
"13/03/2018",2,161,202.619232655921
"13/03/2018",3,103,185.279037183405
"13/03/2018",4,88,197.571691562519
"13/03/2018",5,97,209.144746837751
"13/03/2018",6,252,206.79786434263
"13/03/2018",7,668,374.823605541886
"13/03/2018",8,1215,415.027986312262
"13/03/2018",9,616,355.283020613609
"13/03/2018",10,428,348.252382198205
"13/03/2018",11,571,366.16707781043
"13/03/2018",12,626,438.979233410173
"13/03/2018",13,678,457.563999035173
"13/03/2018",14,705,473.707203617913
"13/03/2018",15,815,481.654290022492
"13/03/2018",16,890,465.055111737535
"13/03/2018",17,1085,482.001363790564
"13/03/2018",18,1749,542.933394469728
"13/03/2018",19,1224,526.546808322572
"13/03/2018",20,986,393.945974135406
"13/03/2018",21,982,379.223547258568
"13/03/2018",22,912,371.814006828609
"13/03/2018",23,572,366.693196706547
"14/03/2018",0,412,279.657886000421
"14/03/2018",1,309,282.7162472518
"14/03/2018",2,226,263.885116262936
"14/03/2018",3,142,217.989065379551
"14/03/2018",4,82,217.230053563508
"14/03/2018",5,123,207.949721413811
"14/03/2018",6,290,210.187134387777
"14/03/2018",7,786,370.001520647728
"14/03/2018",8,1371,504.285401061017
"14/03/2018",9,761,411.79417731519
"14/03/2018",10,552,422.838397192535
"14/03/2018",11,643,435.948868817264
"14/03/2018",12,813,469.830095082967
"14/03/2018",13,789,467.849496124634
"14/03/2018",14,878,473.401123728801
"14/03/2018",15,1025,488.154146793325
"14/03/2018",16,1049,497.391223375115
"14/03/2018",17,1325,489.603543355309
"14/03/2018",18,2100,551.809064801518
"14/03/2018",19,1478,546.135970708111
"14/03/2018",20,1275,410.273161661099
"14/03/2018",21,1181,387.407168756159
"14/03/2018",22,983,401.394380250518
"14/03/2018",23,587,370.661202480926
"15/03/2018",0,466,256.189454516971
"15/03/2018",1,355,252.534165683216
"15/03/2018",2,203,248.96036181154
"15/03/2018",3,51,228.552812835486
"15/03/2018",4,9,218.307794423539
"15/03/2018",5,8,215.385947101415
"15/03/2018",6,10,182.638465558312
"15/03/2018",7,15,268.625078658884
"15/03/2018",8,39,278.799129062351
"15/03/2018",9,32,259.548480461839
"15/03/2018",10,27,311.527738441467
"15/03/2018",11,65,306.3391967748
"15/03/2018",12,204,289.571068435525
"15/03/2018",13,269,343.114915459379
"15/03/2018",14,289,321.158402503967
"15/03/2018",15,329,278.618420145096
"15/03/2018",16,214,332.303812660217
"15/03/2018",17,411,355.569152482838
"15/03/2018",18,676,307.246917337242
"15/03/2018",19,606,311.957957034902
"15/03/2018",20,533,294.047736535373
"15/03/2018",21,567,298.943795229283
"15/03/2018",22,506,307.642944741518
"15/03/2018",23,343,297.244007925832
"16/03/2018",0,287,259.16654537954
"16/03/2018",1,278,249.495923634749
"16/03/2018",2,178,240.383942749965
"16/03/2018",3,102,198.301229172396
"16/03/2018",4,85,198.449435438031
"16/03/2018",5,85,133.816666344293
"16/03/2018",6,222,142.206299679748
"16/03/2018",7,652,361.088538979712
"16/03/2018",8,1176,458.829343774779
"16/03/2018",9,683,400.748709341908
"16/03/2018",10,507,441.363499240863
"16/03/2018",11,557,456.85654272272
"16/03/2018",12,705,479.096321368554
"16/03/2018",13,715,494.52150366022
"16/03/2018",14,772,507.431892624922
"16/03/2018",15,923,512.937810911087
"16/03/2018",16,976,508.254511304018
"16/03/2018",17,1160,524.236689929799
"16/03/2018",18,1641,563.546605153441
"16/03/2018",19,974,571.647572243439
"16/03/2018",20,774,444.75777485741
"16/03/2018",21,710,431.411170630273
"16/03/2018",22,660,391.732871692197
"16/03/2018",23,455,340.272467947773
"17/03/2018",0,414,212.418046019149
"17/03/2018",1,366,207.757266710379
"17/03/2018",2,268,173.63185934247
"17/03/2018",3,157,120.863219506445
"17/03/2018",4,103,98.0023228357344
"17/03/2018",5,60,94.7645058055751
"17/03/2018",6,109,121.267229817708
"17/03/2018",7,193,467.13816639244
"17/03/2018",8,384,429.674990236266
"17/03/2018",9,520,357.291663879078
"17/03/2018",10,561,404.342645644407
"17/03/2018",11,742,442.008094869577
"17/03/2018",12,933,454.56549485448
"17/03/2018",13,1111,479.858576841407
"17/03/2018",14,1294,503.589316317825
"17/03/2018",15,1514,529.797164998326
"17/03/2018",16,1440,490.221380892763
"17/03/2018",17,1272,505.318907629317
"17/03/2018",18,934,570.490052938209
"17/03/2018",19,718,549.481993362215
"17/03/2018",20,688,404.396542273487
"17/03/2018",21,624,398.009703834433
"17/03/2018",22,562,401.233203929056
"17/03/2018",23,422,377.878159651381
"18/03/2018",0,407,275.324775673739
"18/03/2018",1,309,273.763907676178
"18/03/2018",2,226,226.510033370576
"18/03/2018",3,174,187.378910754714
"18/03/2018",4,106,196.857646731128
"18/03/2018",5,67,195.951437268003
"18/03/2018",6,73,214.000513713684
"18/03/2018",7,152,387.106750996906
"18/03/2018",8,293,475.256934804261
"18/03/2018",9,398,329.40364521687
"18/03/2018",10,460,318.757584180752
"18/03/2018",11,587,343.614664230409
"18/03/2018",12,751,374.579570543998
"18/03/2018",13,881,378.298926374438
"18/03/2018",14,993,394.615286586492
"18/03/2018",15,1128,419.809128706882
"18/03/2018",16,1059,462.424430388068
"18/03/2018",17,603,473.261199291841
"18/03/2018",18,365,515.02595470816
"18/03/2018",19,237,530.036261619999
"18/03/2018",20,146,386.879734919167
"18/03/2018",21,71,392.659310354678
"18/03/2018",22,70,390.157462905152
"18/03/2018",23,53,383.13362989452
"19/03/2018",0,67,245.011534253359
"19/03/2018",1,38,266.448966382197
"19/03/2018",2,28,267.957670142739
"19/03/2018",3,12,208.775933535648
"19/03/2018",4,9,203.494396212192
"19/03/2018",5,27,204.707402480442
"19/03/2018",6,91,198.847603390762
"19/03/2018",7,370,317.269355832263
"19/03/2018",8,592,406.642444115312
"19/03/2018",9,387,356.020278784988
"19/03/2018",10,292,425.601908532133
"19/03/2018",11,393,429.707988980955
"19/03/2018",12,403,405.103648860291
"19/03/2018",13,387,404.302514805607
"19/03/2018",14,326,433.462233772621
"19/03/2018",15,263,451.801514977271
"19/03/2018",16,271,436.927796575524
"19/03/2018",17,605,478.357923562169
"19/03/2018",18,1200,566.56973374683
"19/03/2018",19,818,539.697963915099
"19/03/2018",20,711,432.043946570925
"19/03/2018",21,731,428.215152296268
"19/03/2018",22,565,423.547716295864
"19/03/2018",23,382,413.785887253252
"20/03/2018",0,297,261.572072042738
"20/03/2018",1,243,244.299812136347
"20/03/2018",2,165,210.571836487042
"20/03/2018",3,95,183.898858142099
"20/03/2018",4,69,167.231071624083
"20/03/2018",5,92,163.192013257681
"20/03/2018",6,235,185.434809271409
"20/03/2018",7,677,459.966722894
"20/03/2018",8,1212,437.449877244631
"20/03/2018",9,661,405.532146357139
"20/03/2018",10,418,474.026037990021
"20/03/2018",11,488,477.91258312891
"20/03/2018",12,522,490.802255136818
"20/03/2018",13,516,480.87729569597
"20/03/2018",14,478,472.261288488478
"20/03/2018",15,492,455.678044450187
"20/03/2018",16,518,427.419869390448
"20/03/2018",17,719,467.019114972903
"20/03/2018",18,1111,514.801375450548
"20/03/2018",19,716,446.313317527054
"20/03/2018",20,543,317.11918322918
"20/03/2018",21,494,310.15239408358
"20/03/2018",22,460,295.800117591873
"20/03/2018",23,294,250.771560419405
"21/03/2018",0,240,162.572166054712
"21/03/2018",1,223,160.632175952395
"21/03/2018",2,147,132.731853387934
"21/03/2018",3,82,110.221376046392
"21/03/2018",4,70,102.166210205781
"21/03/2018",5,80,103.223562616762
"21/03/2018",6,209,124.591111341911
"21/03/2018",7,605,324.784073686407
"21/03/2018",8,1097,474.136456916477
"21/03/2018",9,614,360.171436198761
"21/03/2018",10,374,358.503421354901
"21/03/2018",11,339,387.754599823133
"21/03/2018",12,333,400.241236453541
"21/03/2018",13,196,369.598050256776
"21/03/2018",14,117,116.233574507098
"21/03/2018",15,184,242.976882438089
"21/03/2018",16,241,287.343020658839
"21/03/2018",17,319,334.383076118796
"21/03/2018",18,615,371.046924687088
"21/03/2018",19,402,315.276888212652
"21/03/2018",20,120,234.513521503089
"21/03/2018",21,231,136.164606702603
"21/03/2018",22,320,274.086484184348
"21/03/2018",23,226,241.458176906292
"22/03/2018",0,243,205.68433585623
"22/03/2018",1,247,193.768570817908
"22/03/2018",2,173,174.622149291748
"22/03/2018",3,107,116.763852800389
"22/03/2018",4,75,97.0807780330242
"22/03/2018",5,81,116.78219214702
"22/03/2018",6,212,121.774740079343
"22/03/2018",7,600,308.814754861676
"22/03/2018",8,1174,357.828948519622
"22/03/2018",9,653,321.797922086942
"22/03/2018",10,446,343.165202654133
"22/03/2018",11,565,415.279271619526
"22/03/2018",12,668,478.836698961223
"22/03/2018",13,648,490.827130057904
"22/03/2018",14,674,497.825090127348
"22/03/2018",15,758,493.161297614236
"22/03/2018",16,752,494.691911212395
"22/03/2018",17,999,496.381223424689
"22/03/2018",18,1495,542.952006903262
"22/03/2018",19,923,484.896170498096
"22/03/2018",20,739,373.364953528237
"22/03/2018",21,726,351.571908656353
"22/03/2018",22,621,300.497155115637
"22/03/2018",23,428,253.193703625476
"23/03/2018",0,335,188.878431808312
"23/03/2018",1,283,201.603109501317
"23/03/2018",2,216,170.604158436751
"23/03/2018",3,128,112.856020678589
"23/03/2018",4,92,91.7682624057037
"23/03/2018",5,95,100.655601140533
"23/03/2018",6,243,108.022963658305
"23/03/2018",7,661,309.774040260769
"23/03/2018",8,1216,340.55400110871
"23/03/2018",9,664,277.968668653498
"23/03/2018",10,461,307.433217247681
"23/03/2018",11,584,352.417001899135
"23/03/2018",12,690,421.162609563048
"23/03/2018",13,682,451.582346056294
"23/03/2018",14,758,444.618415564743
"23/03/2018",15,849,478.59385172679
"23/03/2018",16,901,531.401601936396
"23/03/2018",17,1108,534.735882559155
"23/03/2018",18,1611,565.635444247797
"23/03/2018",19,932,554.117569841231
"23/03/2018",20,724,429.408435987448
"23/03/2018",21,676,384.481711236518
"23/03/2018",22,638,360.398241046494
"23/03/2018",23,422,393.28284632464
"24/03/2018",0,403,257.753526729211
"24/03/2018",1,360,252.683142079329
"24/03/2018",2,305,215.402131154119
"24/03/2018",3,197,167.34377808475
"24/03/2018",4,122,139.01193590555
"24/03/2018",5,82,142.000589072092
"24/03/2018",6,113,169.182124395368
"24/03/2018",7,198,450.99784907087
"24/03/2018",8,424,403.159221620328
"24/03/2018",9,456,356.655569437584
"24/03/2018",10,494,324.989644568282
"24/03/2018",11,589,323.120315189109
"24/03/2018",12,806,361.972343232279
"24/03/2018",13,880,368.74805589807
"24/03/2018",14,855,434.987630393734
"24/03/2018",15,1025,450.688381450497
"24/03/2018",16,947,451.655154212843
"24/03/2018",17,916,469.078448115711
"24/03/2018",18,736,499.759837938532
"24/03/2018",19,521,441.00771680035
"24/03/2018",20,513,344.640780102348
"24/03/2018",21,487,352.747345328939
"24/03/2018",22,460,302.060360756799
"24/03/2018",23,354,277.15879871761
"25/03/2018",0,372,226.693766207281
"25/03/2018",1,267,246.756582427519
"25/03/2018",2,195,238.9493903207
"25/03/2018",3,139,173.568349172904
"25/03/2018",4,90,123.710904855214
"25/03/2018",5,60,113.236319145402
"25/03/2018",6,71,117.003981574773
"25/03/2018",7,137,250.012455261515
"25/03/2018",8,225,285.973581953118
"25/03/2018",9,331,330.845077817883
"25/03/2018",10,359,339.681110122073
"25/03/2018",11,466,354.88986056832
"25/03/2018",12,626,353.909156503592
"25/03/2018",13,784,364.591267325351
"25/03/2018",14,882,381.693091082072
"25/03/2018",15,960,407.890629746756
"25/03/2018",16,1031,423.690971358986
"25/03/2018",17,911,450.011386754014
"25/03/2018",18,768,529.567965562117
"25/03/2018",19,571,538.703349115066
"25/03/2018",20,502,362.629157249414
"25/03/2018",21,456,353.936801121771
"25/03/2018",22,424,360.179485000392
"25/03/2018",23,336,350.935724031725
"26/03/2018",0,244,253.364749350202
"26/03/2018",1,185,206.714398075632
"26/03/2018",2,93,149.4355636197
"26/03/2018",3,62,137.674786754352
"26/03/2018",4,65,121.764951017173
"26/03/2018",5,98,115.230087121732
"26/03/2018",6,227,151.588824065887
"26/03/2018",7,581,172.987491909696
"26/03/2018",8,983,253.46151739168
"26/03/2018",9,540,318.308133686763
"26/03/2018",10,415,399.637802467429
"26/03/2018",11,422,385.042753516364
"26/03/2018",12,492,400.433769141364
"26/03/2018",13,504,437.991872019044
"26/03/2018",14,575,436.035882435711
"26/03/2018",15,604,448.946659693563
"26/03/2018",16,819,457.512735561307
"26/03/2018",17,925,496.27297368255
"26/03/2018",18,1477,559.573334872797
"26/03/2018",19,1031,564.651780297809
"26/03/2018",20,835,442.099034163016
"26/03/2018",21,798,393.093357029372
"26/03/2018",22,662,393.656458917168
"26/03/2018",23,447,373.008414617323
"27/03/2018",0,380,278.199936096137
"27/03/2018",1,278,274.776205889779
"27/03/2018",2,163,263.749882410732
"27/03/2018",3,127,240.944346014423
"27/03/2018",4,95,218.000724543877
"27/03/2018",5,110,206.602066497712
"27/03/2018",6,231,218.731943027108
"27/03/2018",7,705,442.249568835751
"27/03/2018",8,1201,422.933663901641
"27/03/2018",9,699,353.709850047247
"27/03/2018",10,462,354.340339804573
"27/03/2018",11,560,362.81008355502
"27/03/2018",12,586,411.68348081534
"27/03/2018",13,563,429.725881595657
"27/03/2018",14,618,432.456610762324
"27/03/2018",15,636,461.223355342673
"27/03/2018",16,774,442.307734705267
"27/03/2018",17,960,457.574815275085
"27/03/2018",18,1521,530.170890753115
"27/03/2018",19,1020,541.37725046639
"27/03/2018",20,864,388.753629349092
"27/03/2018",21,866,369.696989881476
"27/03/2018",22,764,374.704464728576
"27/03/2018",23,527,365.02945956521
"28/03/2018",0,400,295.350519104648
"28/03/2018",1,337,295.200235844414
"28/03/2018",2,225,286.20780664396
"28/03/2018",3,150,252.806519420444
"28/03/2018",4,104,246.746004544695
"28/03/2018",5,107,235.712864836526
"28/03/2018",6,258,224.717958655205
"28/03/2018",7,741,371.152647041386
"28/03/2018",8,1353,432.9607976708
"28/03/2018",9,723,399.136731729359
"28/03/2018",10,494,395.785584676141
"28/03/2018",11,588,391.369528855193
"28/03/2018",12,629,406.802170324289
"28/03/2018",13,723,428.438837270974
"28/03/2018",14,698,468.051883277412
"28/03/2018",15,785,497.996737939159
"28/03/2018",16,943,485.512327039647
"28/03/2018",17,1221,511.892464386588
"28/03/2018",18,1839,538.493570009851
"28/03/2018",19,1288,568.609296600968
"28/03/2018",20,1133,386.252846412567
"28/03/2018",21,1035,385.325197364868
"28/03/2018",22,907,386.040688272802
"28/03/2018",23,614,373.800258064575
"29/03/2018",0,466,301.251427870704
"29/03/2018",1,390,282.526929747929
"29/03/2018",2,254,274.453622091533
"29/03/2018",3,170,246.877427821068
"29/03/2018",4,109,233.137814959971
"29/03/2018",5,106,232.89154787224
"29/03/2018",6,274,226.947694198125
"29/03/2018",7,781,378.466524244912
"29/03/2018",8,1281,414.395276372488
"29/03/2018",9,757,410.028246312553
"29/03/2018",10,482,412.260675652283
"29/03/2018",11,583,396.807671596783
"29/03/2018",12,714,400.101765231697
"29/03/2018",13,716,421.68148055399
"29/03/2018",14,711,435.896168894044
"29/03/2018",15,781,452.522202068863
"29/03/2018",16,957,462.853521227395
"29/03/2018",17,1194,474.28353165726
"29/03/2018",18,1776,564.244165801828
"29/03/2018",19,1260,541.450536155684
"29/03/2018",20,1079,397.448101716468
"29/03/2018",21,1046,378.181768487705
"29/03/2018",22,949,386.300214987016
"29/03/2018",23,614,377.270837913424
"30/03/2018",0,490,294.357121914464
"30/03/2018",1,401,295.043558281797
"30/03/2018",2,261,276.493275287663
"30/03/2018",3,184,221.271993761388
"30/03/2018",4,115,213.554786680003
"30/03/2018",5,117,204.343008173567
"30/03/2018",6,284,218.401721254087
"30/03/2018",7,747,488.408550357847
"30/03/2018",8,1406,454.950165884229
"30/03/2018",9,772,381.000925603262
"30/03/2018",10,583,442.57460106209
"30/03/2018",11,739,476.056633784171
"30/03/2018",12,939,460.351453507896
"30/03/2018",13,860,444.866869542535
"30/03/2018",14,965,447.460513918128
"30/03/2018",15,1068,464.635226871349
"30/03/2018",16,1156,477.911953611658
"30/03/2018",17,1460,488.610159261427
"30/03/2018",18,1935,524.631711750922
"30/03/2018",19,1268,541.34021249497
"30/03/2018",20,1045,402.959781556416
"30/03/2018",21,948,386.301981613778
"30/03/2018",22,880,392.435302059414
"30/03/2018",23,678,378.24814185035
"31/03/2018",0,537,301.816820845328
"31/03/2018",1,502,289.72696851296
"31/03/2018",2,397,287.319759948445
"31/03/2018",3,264,251.442404637543
"31/03/2018",4,163,231.527930569944
"31/03/2018",5,108,234.643485747276
